376,TuneUp,79,,,32,2
377,Battries,85,,,32,1
378,Steering,110,,,32,2
379,Brake,42,,,32,2
380,Muffler,43,,,32,3
381,Tire,17,,,32,3
382,Transmision,70,,,32,2
383,Air Condition,110,,,32,2
384,Detailing,85,,,32,3
385,Oil,30,,,33,1
386,Filter,32,,,33,1
387,spark_plug,72,,,33,2
388,TuneUp,76,,,33,2
389,Battries,82,,,33,1
390,Steering,107,,,33,2
391,Brake,45,,,33,2
392,Muffler,46,,,33,3
393,Tire,18,,,33,3
394,Transmision,75,,,33,2
395,Air Condition,107,,,33,2
396,Detailing,82,,,33,3
397,Oil,32,,,34,1
398,Filter,34,,,34,1
399,spark_plug,69,,,34,2
400,TuneUp,73,,,34,2
401,Battries,79,,,34,1
402,Steering,104,,,34,2
403,Brake,48,,,34,2
404,Muffler,49,,,34,3
405,Tire,19,,,34,3
406,Transmision,80,,,34,2
407,Air Condition,104,,,34,2
408,Detailing,79,,,34,3
409,Oil,34,,,35,1
410,Filter,36,,,35,1
411,spark_plug,66,,,35,2
412,TuneUp,70,,,35,2
413,Battries,76,,,35,1
414,Steering,101,,,35,2
415,Brake,51,,,35,2
416,Muffler,52,,,35,3
417,Tire,20,,,35,3
418,Transmision,85,,,35,2
419,Air Condition,101,,,35,2
420,Detailing,76,,,35,3
421,Oil,36,,,36,1
422,Filter,38,,,36,1
423,spark_plug,63,,,36,2
424,TuneUp,67,,,36,2
425,Battries,73,,,36,1
426,Steering,98,,,36,2
427,Brake,54,,,36,2
428,Muffler,55,,,36,3
429,Tire,21,,,36,3
430,Transmision,90,,,36,2
431,Air Condition,98,,,36,2
432,Detailing,73,,,36,3
